date,city,temperature (C)
2023-06-26,San Diego,28.5
2023-05-15,,11.2
2023-06-13,New York,15.5
2023-10-29,San Diego,13.2
2023-06-21,Austin,20.3
,Seattle,9.3
2023-04-08,New York,29.4
2023-03-30,Phoenix,37.9
2023-12-11,San Diego,0.3
2023-08-01,Seattle,7.6
2023-01-03,Seattle,36.2
2023-03-27,Phoenix,10.1
2023-12-19,New York,1.2
,Phoenix,36.9
2023-10-15,New York,23.4
2023-09-25,Phoenix,15.1
2023-05-14,Phoenix,22.7
2023-12-21,Seattle,5.3
2023-07-13,Seattle,7.2
2023-12-09,Seattle,39.8
2023-09-27,New York,3.7
2023-12-22,New York,35.3
2023-09-26,Seattle,39.6
2023-05-24,Phoenix,20.1
2023-07-31,Austin,19.9
2023-05-07,San Diego,37.2
2023-09-24,Phoenix,13.2
2023-09-09,San Diego,8.3
2023-01-19,Austin,32.1
2023-05-21,Seattle,15.7
2023-03-30,New York,22.6
2023-02-05,,22.1
2023-10-22,,14.9
2023-04-28,Seattle,2.6
2023-11-05,San Diego,19.4
2023-12-05,Seattle,12.8
,New York,19.7
2023-10-21,,14.3
2023-02-15,Austin,30.5
2023-09-25,Seattle,13.6
2023-08-03,,6.2
2023-10-14,Phoenix,16.1
2023-08-27,New York,9.7
2023-05-09,Phoenix,6.4
2023-05-14,Phoenix,11.6
,Phoenix,28.4
,New York,
2023-11-20,Phoenix,4.3
2023-09-15,San Diego,32.3
2023-07-01,,7.4
2023-02-08,Austin,
,Austin,15.1
2023-09-27,New York,13.4
2023-12-31,San Diego,25.4
2023-02-13,San Diego,39.0
2023-08-12,New York,21.2
2023-10-19,Phoenix,23.1
2023-03-28,New York,4.0
2023-10-05,Seattle,5.5
2023-03-13,Phoenix,16.1
,Seattle,4.0
2023-05-11,Austin,31.8
2023-10-07,Austin,
2023-01-01,New York,1.3
2023-09-05,New York,6.7
2023-05-17,Seattle,7.4
2023-09-17,,26.5
2023-05-24,Austin,
2023-12-31,Seattle,14.2
2023-02-24,New York,36.0
2023-10-01,Austin,33.5
2023-06-09,New York,27.1
,Phoenix,19.4
,New York,
2023-04-03,New York,18.0
2023-05-28,Seattle,14.8
2023-08-30,Phoenix,0.9
2023-01-16,,30.9
2023-09-19,Phoenix,30.5
2023-02-24,,1.4
2023-07-31,,20.3
2023-12-28,San Diego,2.1
2023-08-25,Phoenix,1.0
2023-05-18,San Diego,29.9
2023-04-18,New York,33.0
2023-03-21,Austin,17.1
2023-01-17,Seattle,
2023-12-31,Austin,27.1
2023-05-18,Phoenix,38.1
2023-08-07,Phoenix,10.8
2023-03-17,Austin,37.1
2023-02-13,New York,32.4
2023-11-07,Seattle,7.5
2023-05-09,Seattle,26.4
2023-03-30,Seattle,15.4
2023-06-18,,24.7
2023-02-01,Seattle,4.9
2023-06-27,San Diego,24.5
2023-02-19,Austin,
2023-05-10,,19.3
2023-08-16,Phoenix,37.3
2023-08-09,New York,9.9
2023-04-12,San Diego,8.0
2023-05-24,Austin,37.5
2023-08-22,Seattle,
2023-10-18,San Diego,10.8
2023-10-06,San Diego,22.9
2023-07-06,Seattle,38.0
2023-07-29,New York,5.3
2023-02-26,,28.2
2023-11-23,Austin,7.4
2023-05-01,Austin,11.3
2023-09-27,San Diego,4.7
2023-02-07,Seattle,
2023-09-21,San Diego,6.2
,Seattle,19.1
2023-04-28,New York,34.7
2023-04-16,San Diego,14.6
2023-10-22,Austin,35.5
2023-08-08,San Diego,8.7
2023-01-21,Seattle,20.5
2023-05-25,New York,
2023-06-05,Austin,19.3
2023-07-09,San Diego,35.9
2023-08-13,San Diego,38.1
2023-12-16,Seattle,1.5
2023-04-07,San Diego,8.1
2023-03-14,San Diego,19.0
2023-09-28,Phoenix,9.6
2023-06-08,Phoenix,12.9
